file,net of investment,net of pension plan investment,net of administrative and investment,discount rate,net of 0.25% of investment,net of inflation. one hundred percent (100%) of the plan’s investment,net of opeb plan investment,investment rate of return,opeb plan,net of plan investment,net of pension investment,context
"MI2020/MI Sterling Heights ","['7.50 percent']","","","","","","","['7.50']","","","","the total opeb liability in the june 30, 2020 actuarial valuation was determined using an inflation assumption of 2.60 percent; assumed salary increases (including inflation) of 3.00 to 20.10 percent; an investment rate of return (net of investment expenses) of 7.50 percent; a health care cost trend rate of 8.25 percent for 2020, decreasing 0.75 to 0.50 percent per year to an ultimate rate of 3.50 percent for"
"MI2020/MI Sterling Heights ","['7.50 percent']","","","","","","","['7.50']","","","","the total opeb liability in the june 30, 2020 actuarial valuation was determined using an inflation assumption of 2.60 percent; assumed salary increases (including inflation) of 3.00 to 20.10 percent; an investment rate of return (net of investment expenses) of 7.50 percent; a health care cost trend rate of 8.25 percent for 2020, decreasing 0.75 to 0.50 percent per year to an ultimate rate of 3.50 percent for"
"MI2020/MI Sterling Heights ","","","","['7.50 percent']","","","","","","","","experience study for the five-year period ended june 30, 2016. discount rate the discount rate used to measure the total opeb liability was 7.50 percent. the projection of cash flows used to determine the discount rate assumed that employee contributions will be made at the current"
"MI2020/MI Sterling Heights ","","","","['7.5 percent']","","","","","","","","note 12 - other postemployment benefit plan (continued) sensitivity of the net opeb liability to changes in the discount rate the following presents the net opeb liability of the city, calculated using the discount rate of 7.5 percent, as well as what the city's net opeb liability would be if it were calculated using a discount rate that is 1"
"MI2020/MI Sterling Heights ","","","","['7.50 percent']","","","","","","","","notes to schedule of changes in the net pension liability and related ratios - general employees' retirement system the mortality table utilized in 2017 was the mp-2014 using a fully generational improvement scale (mp-2016), whereas the table utilized previously was the rp-2000 male (unadjusted) and female (unadjusted) healthy life mortality table, adjusted for mortality improvements to 2015 using projection scale aa. the discount rate in 2016 was adjusted from 8.00 to 7.75 percent. the discount rate in 2017 was adjusted from 7.75 to 7.50 percent. *this schedule is being built prospectively until the required 10 years of data is presented."
"MI2020/MI Sterling Heights ","","","","['7.25 percent']","","","","","","","","last six fiscal years notes to schedule of changes in the net pension liability and related ratios - police and fire retirement system the discount rate in 2020 was adjusted from 7.02 to 7.25 percent. the mortality table utilized in 2020 was pub-2010 with the mp-2019 improvement scale, whereas the table utilized previously was the rp-2014 with generational mp-2017 improvement scale."
"MI2020/MI Sterling Heights ","","","","['7.02 percent']","","","","","","","","the discount rate in 2020 was adjusted from 7.02 to 7.25 percent. the mortality table utilized in 2020 was pub-2010 with the mp-2019 improvement scale, whereas the table utilized previously was the rp-2014 with generational mp-2017 improvement scale. the discount rate in 2019 was adjusted from 7.68 to 7.02 percent. the discount rate in 2018 was adjusted from 7.75 to 7.68 percent. the mortality table utilized in 2018 was the rp-2014 with generational mp-2017 improvement scale, whereas the table"
"MI2020/MI Sterling Heights ","","","","['7.68 percent']","","","","","","","","was the rp-2014 with generational mp-2017 improvement scale. the discount rate in 2019 was adjusted from 7.68 to 7.02 percent. the discount rate in 2018 was adjusted from 7.75 to 7.68 percent. the mortality table utilized in 2018 was the rp-2014 with generational mp-2017 improvement scale, whereas the table utilized previously was the rp-2000 combined healthy mortality table projected to 2014."
"MI2020/MI Sterling Heights ","","","","['7.75 percent']","","","","","","","","the discount rate in 2018 was adjusted from 7.75 to 7.68 percent. the mortality table utilized in 2018 was the rp-2014 with generational mp-2017 improvement scale, whereas the table utilized previously was the rp-2000 combined healthy mortality table projected to 2014. the discount rate in 2017 was adjusted from 8.00 to 7.75 percent. the discount rate in 2016 was adjusted from 6.30 to 8.00 percent. the mortality table utilized in 2016 was the rp-2000 combined healthy mortality table projected to 2014, whereas the table"
"MI2020/MI Sterling Heights ","","","","['8.00 percent']","","","","","","","","utilized previously was the rp-2000 combined healthy mortality table projected to 2014. the discount rate in 2017 was adjusted from 8.00 to 7.75 percent. the discount rate in 2016 was adjusted from 6.30 to 8.00 percent. the mortality table utilized in 2016 was the rp-2000 combined healthy mortality table projected to 2014, whereas the table utilized previously was the rp-2014 healthy annuitant mortality table."
"MI2020/MI Sterling Heights ","","","","['6.30 percent']","","","","","","","","the discount rate in 2016 was adjusted from 6.30 to 8.00 percent. the mortality table utilized in 2016 was the rp-2000 combined healthy mortality table projected to 2014, whereas the table utilized previously was the rp-2014 healthy annuitant mortality table. the discount rate in 2015 was adjusted from 6.67 to 6.30 percent. the mortality table utilized in 2015 was the rp-2014 healthy annuitant mortality table, whereas the table utilized previously was the 1994 uninsured pension mortality."
"MI2020/MI Sterling Heights ","","","","['7.50 percent']","","","","","","","","assumed salary increases (including inflation) were adjusted in 2019 to a range of 3.75 to 20.00 percent from 3.00 to 3.25 percent. the discount rate in 2017 was adjusted from 7.75 to 7.50 percent. the mortality table utilized in 2017 was the rp-2014, whereas the table utilized previously was the rp-2000 combined healthy mortality table projected to 2015."
"MI2020/MI Sterling Heights ","","","","","","","['7.50 percent']","","['7.50 percent']","","","initial trend of 8.25 percent gradually decreasing to an ultimate trend rate of 3.50 percent 3.00 to 20.10 percent, including inflation 7.50 percent, net of opeb plan investment expense, including inflation experience-based table of rates that are specific to the type of eligibility condition"
"MI2020/MI Sterling Heights ","","","","","","","['7.50 percent']","","['7.50 percent']","","","initial trend of 8.25 percent gradually decreasing to an ultimate trend rate of 3.50 percent 3.00 to 20.10 percent, including inflation 7.50 percent, net of opeb plan investment expense, including inflation experience-based table of rates that are specific to the type of eligibility condition"
"MI2020/MI Gratiot County ","['7.35%']","","","","","","","['7.35']","","","","actuarial assumptions, applied to all periods included in the measurement include: 1) inflation 2.5%; 2) salary increases 3.00% 3) investment rate of return of 7.35%, net of investment expense, including inflation."
"MI2020/MI Gratiot County ","['7.35%']","","","","","","","['7.35']","","","","actuarial assumptions, applied to all periods included in the measurement include: 1) inflation 2.5%; 2) salary increases 3.00% 3) investment rate of return of 7.35%, net of investment expense, including inflation."
